,Trace1,Trace2,Trace3,Trace4
157,-0.0011473367,0.0314665,0.0036094561,-0.036697414
158,-0.0067580324,0.03011598,0.0036991152,-0.030001368
159,-0.0003902558,0.035415,0.0021491272,-0.028044583
160,-0.008520713,0.037468083,0.0045695407,-0.03733433
161,-0.008533388,0.036770523,0.008564955,-0.03342421
162,-0.0035710712,0.029597998,0.004607636,-0.030755691
163,-0.0035998793,0.026209777,0.007277787,-0.034047697
164,0.0023035079,0.026000585,0.009614313,-0.029530589
165,0.007752877,0.019382192,0.0034185937,-0.028703367
166,0.017557286,0.021847121,0.00386612,-0.034315124
167,0.015041749,0.0192576,0.005331836,-0.042377464
168,0.021840498,0.014598075,0.0037137377,-0.038599335
169,0.026274664,0.012010091,0.0016223312,-0.0438746
170,0.024694819,0.009417493,0.0067467582,-0.041825347
171,0.03476119,0.009696672,0.0044425554,-0.03495357
172,0.03535272,0.008513045,-0.0043971487,-0.033021342
173,0.03342295,0.016422354,-0.001939794,-0.03290547
174,0.036577262,0.01019658,-0.01126435,-0.035507612
175,0.041103233,0.010451533,-0.023908991,-0.019605847
176,0.036768936,0.009707823,-0.02044345,-0.019574385
177,0.039456554,0.011727067,-0.029376663,-0.018203866
178,0.038710225,-0.0050556054,-0.029082673,-0.013944211
179,0.05029191,-0.023282627,-0.027174817,0.0040417225
180,0.042628534,-0.012691503,-0.027964434,-0.006081001
181,0.043089464,-0.03884783,-0.02011252,0.014094615
182,0.04176083,-0.039385807,-0.015149326,0.027573036
183,0.02463221,-0.07779526,-0.0039650146,0.050617453
184,0.022731632,-0.06552368,-0.0039965683,0.051945765
185,0.034143925,-0.059673216,-0.011259733,0.06576989
186,0.023851313,-0.080338635,-0.0037610687,0.060330786
187,0.018768385,-0.078440905,-0.0010689839,0.07091547
188,0.016328517,-0.08884283,-0.006144156,0.09448822
189,0.0025140003,-0.0826359,-0.0027828983,0.08290596
190,0.009077288,-0.07974605,-1.1544103e-06,0.08052981
191,0.0017357933,-0.08349959,-0.012367197,0.094731085
192,0.00042021638,-0.08413524,-0.0092399,0.08693042
193,0.002436794,-0.085964516,-0.0039788675,0.08902379
194,0.0011166079,-0.08411717,-0.0106174955,0.09298111
195,0.011300517,-0.08210677,-0.01762361,0.09542095
196,-0.0042451844,-0.08353458,-0.01206782,0.08844251
197,0.007710625,-0.07726843,-0.029231591,0.10167691
198,0.00418872,-0.07333839,-0.026121994,0.09377725
199,-0.0029780052,-0.072172835,-0.026005784,0.096858226
200,0.0073514823,-0.06204393,-0.03330589,0.09758416
201,0.0035046202,-0.059712056,-0.04101504,0.09082404
202,0.00085387664,-0.041324295,-0.048661854,0.09530815
203,0.0063466504,-0.024487019,-0.06660601,0.08641206
204,-0.0018963513,-0.043424677,-0.053164825,0.09437849
205,-0.0004236734,-0.027759107,-0.056466438,0.08769011
206,-0.0019044176,-0.028392453,-0.0601036,0.08732638
207,0.009665361,-0.019702133,-0.067497216,0.08575826
208,0.0054428396,-0.018207408,-0.06996265,0.079542205
209,0.009438352,-0.015847076,-0.071435675,0.078350484
210,0.021525143,-0.0149964625,-0.077079974,0.07408009
211,0.019250827,-0.013549807,-0.076202236,0.06373176
212,0.027925184,-0.007160986,-0.07491892,0.06368457
213,0.031953346,-0.008848367,-0.08438123,0.061036
214,0.032132342,-0.00301329,-0.085301295,0.06024983
215,0.022422807,-0.00046875962,-0.08486185,0.05721988
216,0.02004632,0.0020523134,-0.08388099,0.056191992
217,0.017718997,0.010162355,-0.08025229,0.052179046
218,0.0040688775,0.015447149,-0.07493316,0.04903591
219,0.010681332,0.024394345,-0.076584734,0.055316042
220,0.0057677967,0.02838899,-0.08235832,0.0528409
221,-0.0023830186,0.03570764,-0.077920385,0.05142664
222,-0.0065536858,0.036726683,-0.078295566,0.04758252
223,-0.009210959,0.03886744,-0.0759525,0.0395455
224,-0.011331631,0.048125733,-0.067893945,0.031240283
225,-0.0141848,0.049504325,-0.06465659,0.025457788
226,-0.0032507232,0.05413116,-0.06402821,0.025046479
227,-0.008197676,0.05627346,-0.06219924,0.017644456
228,-0.011709595,0.057041395,-0.05650838,0.015171999
229,-0.0066512497,0.056557637,-0.055601783,0.010274662
230,-0.012730943,0.056113105,-0.046024796,-0.001413874
231,-0.0116961505,0.058533426,-0.033487134,-0.005451376
232,-0.011703065,0.052303806,-0.032341573,-0.008344734
233,-0.012977542,0.054969855,-0.026432531,-0.010185264
234,-0.024061806,0.054887176,-0.0186241,-0.015032722
235,-0.02719576,0.04986426,-0.01202857,-0.01588872
236,-0.023574369,0.049380116,-0.0040038796,-0.021147488
237,-0.031699833,0.045057837,0.00897477,-0.03080365
238,-0.017987873,0.04177575,0.01655963,-0.027443735
239,-0.011952736,0.032528225,0.014630996,-0.03174828
240,-0.011295524,0.030046377,0.022149285,-0.037369628
241,-0.0066197524,0.02162447,0.025432426,-0.04078633
242,0.0015122412,0.01231965,0.02850816,-0.046771795
243,0.00811202,0.011964715,0.03778077,-0.0579742
244,0.008305611,0.0051786597,0.04406769,-0.065258436
245,0.02539774,0.0036308684,0.04385797,-0.061192155
246,0.021966485,0.000878684,0.04366749,-0.06818633
247,0.017257296,-0.0015920139,0.05183533,-0.06900357
248,0.022400146,-0.006946026,0.0518892,-0.066680364
249,0.01778199,-0.0076655084,0.056185532,-0.07338792
250,0.016235948,-0.0016077802,0.06467468,-0.07488544
251,0.015866049,-0.005570895,0.06076854,-0.06972873
252,0.0192297,-0.0020184736,0.057496943,-0.064159185
253,0.008154656,-0.0009652065,0.057766687,-0.06505086
254,0.003451997,-0.0049802344,0.058074918,-0.057747446
255,0.0049189134,-0.005464376,0.0556622,-0.056466326
256,-0.004527889,-0.004227297,0.060428374,-0.06309523
257,0.0040308507,-0.0003768535,0.05971187,-0.054193
258,0.009124534,-0.00064911094,0.04603942,-0.048683688
259,0.008289863,0.005935443,0.042904813,-0.049538918
260,0.0076364917,0.0045280103,0.039775975,-0.047577914
261,0.0096738115,0.00060219655,0.032340802,-0.043880355
262,0.009168707,0.0082115615,0.029738378,-0.04790673
263,0.002806308,0.009775888,0.027476888,-0.0480932
264,0.016989572,0.013504815,0.0172669,-0.033841275
265,0.013080868,0.017854782,0.006680957,-0.03480662
266,0.004045447,0.023011137,0.007285098,-0.033529337
267,0.0054255542,0.022197442,-0.0007873078,-0.024780203
268,-0.00067526544,0.02424591,-0.005804375,-0.02490183
269,-0.0073645418,0.03163993,-0.0016077086,-0.024134463
270,-0.008672437,0.028771613,-0.0072901007,-0.014838578
271,-0.00045593863,0.033973344,-0.015810803,-0.0055952575
272,-0.008554899,0.038413677,-0.020849418,-0.006429769
273,-0.011240596,0.034889713,-0.027176356,0.002991197
274,-0.0028543219,0.033564575,-0.039850626,0.00975477
275,-0.009838595,0.03465976,-0.04196666,0.005168985
276,-0.0034412418,0.034622457,-0.040572517,0.01469815
277,0.0035522496,0.025736403,-0.04885195,0.021631312
278,0.0072892564,0.03011675,-0.05034691,0.02233422
279,0.0056667756,0.029358428,-0.057850577,0.026146116
280,0.010912183,0.022868857,-0.06868472,0.03516383
281,0.012451312,0.025925599,-0.07045058,0.032446202
282,0.0018468011,0.026519336,-0.066576764,0.029222107
283,0.014168668,0.028099814,-0.070820756,0.041488856
284,0.012776269,0.027370717,-0.07481271,0.03749394
285,0.006607461,0.03225597,-0.06934889,0.03436807
286,0.0069650672,0.02958954,-0.07562811,0.039296485
287,0.00499804,0.03007022,-0.080225356,0.0389435
288,-0.0032875978,0.036677077,-0.06590798,0.029681377
289,-0.0069470145,0.036824357,-0.063928545,0.03264802
290,-0.0016105734,0.039351583,-0.058385838,0.030652864
291,-0.012856163,0.041205857,-0.04518208,0.013150754
292,-0.010630245,0.045186274,-0.05825154,0.026366351
293,-0.0043439004,0.03907548,-0.056099337,0.024057344
294,-0.01070822,0.038341768,-0.053159438,0.015433287
295,-0.00809704,0.03954078,-0.043562442,0.015218425
296,0.0006034369,0.032466315,-0.04742702,0.01747103
297,0.0072120503,0.035104673,-0.042139437,0.011944453
298,0.0042736083,0.03381299,-0.0409554,0.007453437
299,0.009401478,0.024339354,-0.046045575,0.0118892025
300,0.014150614,0.02161678,-0.04475918,0.009645805
301,0.0019843124,0.018002447,-0.03490321,0.0051018405
302,0.011347763,0.015302945,-0.03372494,0.015307056
303,0.013948188,0.009315973,-0.03686417,0.014189386
304,0.008807643,0.010257337,-0.025851863,0.013469595
305,0.0073326607,0.0013820525,-0.02571141,0.021198133
306,0.0061238664,-0.009074479,-0.029091138,0.02657776
307,-0.00031727488,-0.008546884,-0.022637215,0.028960051
308,-0.0053990507,-0.014147389,-0.018814193,0.036086205
309,0.006278663,-0.019839799,-0.022136586,0.046332475
310,0.0012648744,-0.019453717,-0.021235762,0.04169144
311,-0.006133085,-0.02690811,-0.016418407,0.04751691
312,0.0063470346,-0.050049607,-0.019550707,0.06545104
313,0.0025981204,-0.039221607,-0.014395496,0.05494272
314,0.000279248,-0.03885129,-0.017174162,0.056401867
315,0.012573075,-0.056778368,-0.023414902,0.06776696
316,-0.0032004048,-0.05444841,-0.01841823,0.06304957
317,0.0048370976,-0.053763922,-0.017784074,0.07451787
318,0.0096112015,-0.05715791,-0.024080228,0.07390014
319,0.005633742,-0.051375903,-0.016400322,0.06910717
320,0.0021909636,-0.0502588,-0.016575407,0.06952576
321,0.003549945,-0.057074465,-0.024131792,0.07331157
322,-0.002568928,-0.051830817,-0.020250665,0.07159075
323,-0.014319238,-0.04964776,-0.013204914,0.07202009
324,-0.0041456996,-0.049391653,-0.014090732,0.079354584
325,-0.010002994,-0.04849528,-0.014401268,0.07203812
326,-0.017077534,-0.04147504,-0.0073809144,0.06912136
327,-0.0090922685,-0.043716546,-0.0134577295,0.07224378
328,-0.01409415,-0.048286855,-0.015097762,0.06664813
329,-0.019056467,-0.041766908,-0.0065393494,0.06633812
330,-0.01593519,-0.045942288,-0.008244798,0.07057552
331,-0.004799071,-0.046195704,-0.009706281,0.069900624
332,-0.010745094,-0.04224874,-0.009095598,0.060120527
333,-0.007989873,-0.04208608,-0.012471478,0.06210187
334,0.0048006075,-0.043332003,-0.02207848,0.06407669
335,-0.005294573,-0.041119333,-0.021066833,0.055755362
336,-0.00044479943,-0.03379338,-0.017612068,0.058868185
337,0.007054565,-0.037509616,-0.023380656,0.055503663
338,0.008817246,-0.030453226,-0.017838333,0.04495774
339,0.006009786,-0.027035011,-0.016642364,0.037257593
340,0.012658346,-0.032768566,-0.022492144,0.037977383
341,0.01710442,-0.026843123,-0.023951704,0.033295292
342,0.0071770963,-0.020596582,-0.022223936,0.027558839
343,0.021225536,-0.015940135,-0.025642531,0.031852257
344,0.023201784,-0.0154779125,-0.029144626,0.019450838
345,0.02036974,-0.0063534426,-0.02210734,0.008482476
346,0.028577019,-0.007858934,-0.026751919,0.0066987313
347,0.03168985,-0.014728051,-0.030942043,0.0017377029
348,0.030478364,-0.0066210856,-0.026036954,-0.0016559783
349,0.032436557,-0.0061554024,-0.029115766,0.00067643414
350,0.048489284,-0.0063284473,-0.03440335,0.0013927714
351,0.045974515,-0.0019942473,-0.035364587,-0.011155983
352,0.0459338,-0.00010882607,-0.035938714,-0.011271088
353,0.05891211,-0.0044914787,-0.04374022,-0.006597055
354,0.049084656,-0.004535701,-0.042306826,-0.01406277
355,0.04604596,0.0042684427,-0.03614766,-0.010308042
356,0.048725512,-0.00031648006,-0.041357134,-0.0068061627
357,0.0501713,0.004936012,-0.036770277,-0.011188213
358,0.039116614,0.010892989,-0.032938786,-0.017676301
359,0.036021072,0.005472067,-0.034421436,-0.0123899095
360,0.039549123,0.0058116196,-0.032511655,-0.011178236
361,0.021066131,0.006421507,-0.023681957,-0.016021859
362,0.025314773,0.0076374365,-0.01906778,-0.0059628263
363,0.025593637,0.002129607,-0.020092895,-0.0109154135
364,0.019036878,0.009743971,-0.008694248,-0.019359905
365,0.016663462,0.008822602,-0.007226993,-0.018248374
366,0.016303167,0.0010936443,-0.008182075,-0.017790256
367,0.014034997,0.010496524,0.00055796496,-0.022842601
368,0.0017968668,0.019318743,0.0021502816,-0.026272733
369,0.010419369,0.024045177,0.0022526393,-0.025055304
370,0.0035222892,0.03031402,0.0068752826,-0.042248547
371,0.0027805725,0.0047418172,0.027854765,-0.041346893
372,0.025244864,-0.04864756,0.04227104,-0.020466449
373,0.020279089,-0.06300914,0.052591853,-0.02520916
374,9.295463e-05,0.018384684,0.03817019,-0.041285887
375,-0.019370286,0.03361764,0.028151449,-0.053644717
376,-0.024589958,0.016942257,0.038667355,-0.064278506
377,-0.038821235,0.11266536,0.007317422,-0.074337155
378,-0.03698173,0.0614402,0.022242792,-0.0597238
379,-0.012430185,0.011855889,0.034470305,-0.03772722
380,-0.025998872,0.010408848,0.042253725,-0.04321735
381,-0.031227762,0.051380515,0.030326357,-0.039813694
382,-0.024904927,0.03591914,0.022669924,-0.034672715
383,-0.039302908,0.08313735,0.014637537,-0.05287735
384,-0.046115868,0.10644036,0.004778489,-0.056811642
385,-0.04666361,0.08594914,-0.0013425791,-0.04940693
386,-0.035976898,0.05439842,0.012068589,-0.033262294
387,-0.029827297,0.050978284,0.006199568,-0.024172448
388,-0.027330583,0.026743526,0.010022975,-0.023462633
389,-0.011489116,-0.014584616,0.036453966,-0.0084774885
390,-0.019028427,-0.00011151788,0.025789909,-0.009122844
391,-0.028398408,0.055836618,0.0075098234,-0.025999933
392,-0.0595505,0.13833562,-0.011607979,-0.062456395
393,-0.09296385,0.22208823,-0.03928535,-0.08979577
394,-0.05039255,0.111340605,-0.010906868,-0.056393042
395,-0.017907595,-0.024733128,0.038788185,-0.024933293
396,0.014404511,-0.08730235,0.0681406,0.008383869
397,0.005650643,-0.037945304,0.041703455,-0.0043678535
398,-0.02185855,0.055635117,0.01639378,-0.040361207
399,-0.010184294,0.003913124,0.03176552,-0.026264291
400,-0.013562158,0.013960116,0.020149462,-0.024300981
401,-0.026329976,0.08045861,0.00016585027,-0.04602438
402,-0.04522281,0.08693011,-0.0022264726,-0.05321576
403,-0.0032046302,-0.013962807,0.024644734,-0.0059140986
404,0.02453426,-0.10100636,0.046960253,0.021584887
405,-0.018059317,0.024539702,0.015003486,-0.014104592
406,-0.040429886,0.11543869,-0.025180766,-0.03237215
407,-0.037363537,0.07758684,-0.025504386,-0.024007464
408,-0.020435806,0.014971468,0.002393862,0.0009488494
409,-0.029418988,-0.04670138,0.023497635,0.037007816
410,-0.023844784,-0.076013274,0.03535035,0.064689435
411,-0.016464878,-0.080530904,0.033392854,0.059601787
412,-0.027179627,-0.05042992,0.01648998,0.049927976
413,-0.0037197217,-0.047844246,0.0086827045,0.062503584
414,0.000725968,-0.07536109,0.007044596,0.07013198
415,-0.029874159,-0.09260444,0.017356174,0.09086739
416,-0.050018426,-0.09563581,0.03800357,0.108867526
417,-0.07610565,-0.06079878,0.032873757,0.08752743
418,-0.02981539,-0.07398596,0.02819801,0.09218151
419,-0.010381342,-0.09384268,0.020383807,0.08577898
420,-0.01664541,-0.14505361,0.049994428,0.10250605
421,0.012571153,-0.15556476,0.04110932,0.112890065
422,0.01904648,-0.11050306,0.00026628395,0.08969025
423,-0.04778521,-0.04266943,0.005807068,0.089624256
424,-0.11521419,-0.06308489,0.042002447,0.11680018
425,-0.077389725,-0.09770812,0.057768997,0.13121134
426,-0.04201895,-0.10595198,0.04117127,0.11284978
427,-0.039909035,-0.10459839,0.029003788,0.10361682
428,-0.0016739516,-0.14992541,0.038597323,0.120210744
429,0.07850479,-0.18973345,0.02075899,0.08697032
430,0.087481834,-0.11618971,-0.015377514,0.05960601
431,-0.01538668,-0.042534456,-0.028287284,0.080692105
432,-0.08527243,-0.028437829,0.00837794,0.108748965
433,-0.096689336,-0.02036624,0.027646586,0.09784276
434,-0.069550425,-0.038087584,0.010313502,0.08422583
435,0.0036694033,-0.10769474,0.011357473,0.095720224
436,0.011408068,-0.1366394,0.02183259,0.089278564
437,0.014604632,-0.114551164,0.02483983,0.091346234
438,0.015109353,-0.06355673,-0.012928626,0.0679423
439,-0.0010394017,-0.028758923,-0.029520195,0.05102454
440,-0.04395064,-0.03277626,-0.0011659544,0.07736595
441,-0.08512301,-0.0030728944,0.0061183744,0.0714837
442,-0.03122469,0.026163248,-0.018540213,0.036544323
443,0.060190044,-0.07412632,-0.028869491,0.03242203
444,0.11420206,-0.12894697,-0.02244212,0.055177532
445,0.045589253,-0.04298053,-0.023629623,0.030794444
446,-0.028765233,0.039892636,-0.02534046,0.003099396
447,-0.021315034,0.060005464,-0.043626703,0.010541323
448,-0.037118476,0.021855582,-0.029198498,0.023290744
449,-0.043041453,0.001099797,0.00027551924,0.03891971
450,-0.017057175,-0.05104904,-0.0064177513,0.058016025
451,0.06874533,-0.1472186,-0.0020429213,0.0869285
452,0.08383624,-0.12924999,0.0034870885,0.0623716
453,0.013555244,-0.04823956,-0.004548761,0.031023502
454,-0.0011377339,0.00771896,-0.025990777,0.023588099
455,-0.025313236,0.028425908,-0.026492946,0.009635446
456,-0.00022086328,0.025274182,-0.027760103,0.014283004
457,-0.012793169,-0.020761553,-0.007569468,0.02793485
458,0.011831742,-0.103988886,0.022437887,0.056426425
459,0.062670246,-0.14264905,0.026852736,0.067391716
460,0.046781916,-0.123440675,0.018352814,0.04967551
461,-0.002084565,-0.054075405,0.020020552,0.038620435
462,-0.038428675,0.00235918,0.015312867,0.014355137
463,0.024883034,-0.019848645,0.0114606,0.005023185
464,0.03860575,-0.028867364,0.012506111,-0.021569923
465,0.026270438,-0.03079201,0.017276904,-0.029461525
466,0.014392603,-0.035643805,0.02154322,0.0068756095
467,0.018259823,-0.04948202,0.011010765,0.0055964086
468,0.035181407,-0.049574696,0.029931549,-0.01650223
469,0.0033878507,-0.042740572,0.04741086,-0.017816346
470,-0.012750533,0.0009325202,0.03767918,-0.017054735
471,0.014168283,-0.017572142,0.032152634,-0.023783393
472,0.03015379,-0.06253115,0.03250165,-0.019696012
473,0.018972348,-0.07231242,0.06427217,-0.0071967524
474,-0.048489284,-0.036874346,0.08964957,-0.02112293
475,-0.05526537,-0.018587723,0.091684416,-0.018994255
476,-0.042927753,-0.015588277,0.06400589,-0.01925938
477,-0.043596875,-0.008991802,0.06914379,-0.022770084
478,0.0006157284,-0.023601029,0.06317934,-0.022740157
479,0.043617234,-0.058488436,0.033605266,-0.022486927
480,0.041987836,-0.03587953,0.029050348,-0.02847853
481,-0.022665566,-0.024762353,0.063518345,-0.035258986
482,-0.03775264,-0.023758693,0.08137553,-0.019058714
483,-0.025453437,-0.049944628,0.07806969,-0.018409137
484,-0.020486126,-0.04766851,0.0832045,-0.03427522
485,-0.009268192,-0.042690583,0.0916798,-0.024603324
486,0.011384253,-0.06295184,0.07010118,-0.021556493
487,0.039940532,-0.08768151,0.06330016,-0.008615998
